MODEL_CODE,MODEL_MARKETING_NAME,PRODUCT_LINE,PRODUCT_LINE_DESCRIPTION,PRODUCT_CATEGORY,PRODUCT_SUBCATEGORY,MODEL_YEAR,MODEL_COLOR_NAME,STATE_COMPLIANCE,VISIBILITY_INDICATOR,VISIBILITY_DATE,VISIBILITY_TIME
YZFR1FCB,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2015,RAVEN,,X,11/03/2014 00:00:00,1300
WR250FF,WR250F,1110,Motorcycle,Off-Road Motorcycle,Off-Road,2015,TEAM YAMAHA BLUE/WHITE,,X,10/16/2014 00:00:00,6000
WR250FF,WR250F,1110,Motorcycle,Off-Road Motorcycle,Off-Road,2015,TEAM YAMAHA BLUE/WHITE,,X,10/16/2014 00:00:00,6000
YZFR1MF,YZF-R1M,1110,Motorcycle,Street Motorcycle,Supersport,2015,CARBON FIBER/LIQUID METAL,,X,11/03/2014 00:00:00,1300
YZFR1FR,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2015,RAPID RED/PEARL WHITE,,X,11/03/2014 00:00:00,1300
YZFR1FR,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2015,RAPID RED/PEARL WHITE,,X,11/03/2014 00:00:00,1300
YZFR1FCR,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2015,RAPID RED/PEARL WHITE,,X,11/03/2014 00:00:00,1300
YZFR1FL,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2015,TEAM YAMAHA BLUE/MATTE SILVER,,X,11/03/2014 00:00:00,1300
YZFR1FL,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2015,TEAM YAMAHA BLUE/MATTE SILVER,,X,11/03/2014 00:00:00,1300
YZFR1FCL,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2015,TEAM YAMAHA BLUE/MATTE SILVER,,X,11/03/2014 00:00:00,1300
YFM70RSXGL,RAPTOR 700R,1720,ATV,Sport ATV,,2016,TEAM YAMAHA BLUE/WHITE,,X,06/04/2015 00:00:00,6000
YFM70RSXGL,RAPTOR 700R,1720,ATV,Sport ATV,,2016,TEAM YAMAHA BLUE/WHITE,,X,06/04/2015 00:00:00,6000
YFM70KPSGB,KODIAK 700 EPS SE,1720,ATV,Utility ATV,,2016,CARBON METALLIC,,X,06/04/2015 00:00:00,6000
YFM70KPSGB,KODIAK 700 EPS SE,1720,ATV,Utility ATV,,2016,CARBON METALLIC,,X,06/04/2015 00:00:00,6000
YFM70GPXGR,GRIZZLY EPS,1720,ATV,Utility ATV,,2016,RED,,X,06/04/2015 00:00:00,6000
YFM70GPXGR,GRIZZLY EPS,1720,ATV,Utility ATV,,2016,RED,,X,06/04/2015 00:00:00,6000
YFM70RSSGY,RAPTOR 700R SE,1720,ATV,Sport ATV,,2016,YAMAHA YELLOW/BLACK,,X,06/04/2015 00:00:00,6000
YFM70RSSGY,RAPTOR 700R SE,1720,ATV,Sport ATV,,2016,YAMAHA YELLOW/BLACK,,X,06/04/2015 00:00:00,6000
YFM70KPHGH,KODIAK 700 EPS,1720,ATV,Utility ATV,,2016,REALTREE XTRA,,X,06/04/2015 00:00:00,6000
YFM70KPHGH,KODIAK 700 EPS,1720,ATV,Utility ATV,,2016,REALTREE XTRA,,X,06/04/2015 00:00:00,6000
YFM70GPXGG,GRIZZLY EPS,1720,ATV,Utility ATV,,2016,HUNTER GREEN,,X,06/04/2015 00:00:00,6000
YFM70GPXGG,GRIZZLY EPS,1720,ATV,Utility ATV,,2016,HUNTER GREEN,,X,06/04/2015 00:00:00,6000
YFM550PEL,GRIZZLY 550 4X4 EPS,1720,ATV,Utility ATV,,2014,STEEL BLUE,,X,05/08/2013 00:00:00,0
YFM550PEL,GRIZZLY 550 4X4 EPS,1720,ATV,Utility ATV,,2014,STEEL BLUE,,X,05/08/2013 00:00:00,0
YFM450PEL,GRIZZLY 450 4X4 EPS,1720,ATV,Utility ATV,,2014,STEEL BLUE,,X,05/08/2013 00:00:00,0
YFM450PEL,GRIZZLY 450 4X4 EPS,1720,ATV,Utility ATV,,2014,STEEL BLUE,,X,05/08/2013 00:00:00,0
YFM700PHEH,GRIZZLY 700 4X4 EPS,1720,ATV,Utility ATV,,2014,REALTREE AP HD,,X,06/11/2013 00:00:00,0
YFM700PHEH,GRIZZLY 700 4X4 EPS,1720,ATV,Utility ATV,,2014,REALTREE AP HD,,X,06/11/2013 00:00:00,0
YFM550PER,GRIZZLY 550 4X4 EPS,1720,ATV,Utility ATV,,2014,RED,,X,05/08/2013 00:00:00,0
YFM550PER,GRIZZLY 550 4X4 EPS,1720,ATV,Utility ATV,,2014,RED,,X,05/08/2013 00:00:00,0
YFM700DHEH,GRIZZLY 700 4X4,1720,ATV,Utility ATV,,2014,REALTREE AP HD,,X,06/11/2013 00:00:00,0
YFM700DHEH,GRIZZLY 700 4X4,1720,ATV,Utility ATV,,2014,REALTREE AP HD,,X,06/11/2013 00:00:00,0
YFM550DEG,GRIZZLY 550 4X4,1720,ATV,Utility ATV,,2014,HUNTER GREEN,,X,06/11/2013 00:00:00,0
YFM550DEG,GRIZZLY 550 4X4,1720,ATV,Utility ATV,,2014,HUNTER GREEN,,X,06/11/2013 00:00:00,0
YFM450PHEH,GRIZZLY 450 4X4 EPS,1720,ATV,Utility ATV,,2014,REALTREE AP HD,,X,06/11/2013 00:00:00,0
YFM450PHEH,GRIZZLY 450 4X4 EPS,1720,ATV,Utility ATV,,2014,REALTREE AP HD,,X,06/11/2013 00:00:00,0
YFM550DEL,GRIZZLY 550 4X4,1720,ATV,Utility ATV,,2014,STEEL BLUE,,X,06/11/2013 00:00:00,0
YFM550DEL,GRIZZLY 550 4X4,1720,ATV,Utility ATV,,2014,STEEL BLUE,,X,06/11/2013 00:00:00,0
YFM450DEL,GRIZZLY 450 4X4,1720,ATV,Utility ATV,,2014,STEEL BLUE,,X,06/11/2013 00:00:00,0
YFM450DEL,GRIZZLY 450 4X4,1720,ATV,Utility ATV,,2014,STEEL BLUE,,X,06/11/2013 00:00:00,0
XVS95CTECB,V STAR 950 TOURER,1110,Motorcycle,Street Motorcycle,Cruiser,2014,RAVEN,,X,06/11/2013 00:00:00,0
XVS13CTFE,V STAR 1300 DELUXE,1110,Motorcycle,Street Motorcycle,Cruiser,2014,CHARCOAL SILVER,,X,06/11/2013 00:00:00,0
XVS13CTEB,V STAR 1300 TOURER,1110,Motorcycle,Street Motorcycle,Cruiser,2014,RAVEN,,X,06/11/2013 00:00:00,0
XVS13CTEB,V STAR 1300 TOURER,1110,Motorcycle,Street Motorcycle,Cruiser,2014,RAVEN,,X,06/11/2013 00:00:00,0
YFM350DER,GRIZZLY 350 4X4,1720,ATV,Utility ATV,,2014,RED,,X,06/11/2013 00:00:00,0
YFM350DER,GRIZZLY 350 4X4,1720,ATV,Utility ATV,,2014,RED,,X,06/11/2013 00:00:00,0
XV17ATSEG,ROAD STAR SILVERADO S,1110,Motorcycle,Street Motorcycle,Cruiser,2014,CHARCOAL SILVER,,X,06/11/2013 00:00:00,0
XV17ATSEG,ROAD STAR SILVERADO S,1110,Motorcycle,Street Motorcycle,Cruiser,2014,CHARCOAL SILVER,,X,06/11/2013 00:00:00,0
YFM700RSES,RAPTOR 700R,1720,ATV,Sport ATV,,2014,METALLIC GREY/WHITE,,X,06/11/2013 00:00:00,0
YFM700RSES,RAPTOR 700R,1720,ATV,Sport ATV,,2014,METALLIC GREY/WHITE,,X,06/11/2013 00:00:00,0
XVS95ECR,V STAR 950,1110,Motorcycle,Street Motorcycle,Cruiser,2014,CANDY RED,,X,06/11/2013 00:00:00,0
XV17ATSECG,ROAD STAR SILVERADO S,1110,Motorcycle,Street Motorcycle,Cruiser,2014,CHARCOAL SILVER,,X,06/11/2013 00:00:00,0
XVS13AECR,V STAR 1300,1110,Motorcycle,Street Motorcycle,Cruiser,2014,CANDY RED,,X,06/11/2013 00:00:00,0
XVS95CTEB,V STAR 950 TOURER,1110,Motorcycle,Street Motorcycle,Cruiser,2014,RAVEN,,X,06/11/2013 00:00:00,0
XVS95CTEB,V STAR 950 TOURER,1110,Motorcycle,Street Motorcycle,Cruiser,2014,RAVEN,,X,06/11/2013 00:00:00,0
XV17ASECP,ROAD STAR S,1110,Motorcycle,Street Motorcycle,Cruiser,2014,NEBULOUS PURPLE,,X,06/11/2013 00:00:00,0
XVS95ER,V STAR 950,1110,Motorcycle,Street Motorcycle,Cruiser,2014,CANDY RED,,X,06/11/2013 00:00:00,0
XVS95ER,V STAR 950,1110,Motorcycle,Street Motorcycle,Cruiser,2014,CANDY RED,,X,06/11/2013 00:00:00,0
YFM700REO,RAPTOR 700R,1720,ATV,Sport ATV,,2014,BLAZE ORANGE/WHITE,,X,06/11/2013 00:00:00,0
YFM700REO,RAPTOR 700R,1720,ATV,Sport ATV,,2014,BLAZE ORANGE/WHITE,,X,06/11/2013 00:00:00,0
YFM350DHEH,GRIZZLY 350 4X4,1720,ATV,Utility ATV,,2014,REALTREE AP HD,,X,05/08/2013 00:00:00,0
YFM350DHEH,GRIZZLY 350 4X4,1720,ATV,Utility ATV,,2014,REALTREE AP HD,,X,05/08/2013 00:00:00,0
YFM350DEG,GRIZZLY 350 4X4,1720,ATV,Utility ATV,,2014,HUNTER GREEN,,X,06/11/2013 00:00:00,0
YFM350DEG,GRIZZLY 350 4X4,1720,ATV,Utility ATV,,2014,HUNTER GREEN,,X,06/11/2013 00:00:00,0
XVS13CTFEC,V STAR 1300 DELUXE,1110,Motorcycle,Street Motorcycle,Cruiser,2014,CHARCOAL SILVER,,X,06/11/2013 00:00:00,0
YFZ450REL,YFZ450R,1720,ATV,Sport ATV,,2014,TEAM YAMAHA BLUE/WHITE,,X,06/11/2013 00:00:00,0
YFZ450REL,YFZ450R,1720,ATV,Sport ATV,,2014,TEAM YAMAHA BLUE/WHITE,,X,06/11/2013 00:00:00,0
XVS13AER,V STAR 1300,1110,Motorcycle,Street Motorcycle,Cruiser,2014,CANDY RED,,X,06/11/2013 00:00:00,0
XVS13AER,V STAR 1300,1110,Motorcycle,Street Motorcycle,Cruiser,2014,CANDY RED,,X,06/11/2013 00:00:00,0
VMX17EGY,VMAX,1110,Motorcycle,Street Motorcycle,Cruiser,2014,MATTE GRAY,,X,06/11/2013 00:00:00,0
XV19CTSECS,STRATOLINER S,1110,Motorcycle,Street Motorcycle,Cruiser,2014,LIQUID SILVER,,X,06/11/2013 00:00:00,0
YFM700RSEL,RAPTOR 700R,1720,ATV,Sport ATV,,2014,TEAM YAMAHA BLUE/WHITE,,X,06/11/2013 00:00:00,0
YFM700RSEL,RAPTOR 700R,1720,ATV,Sport ATV,,2014,TEAM YAMAHA BLUE/WHITE,,X,06/11/2013 00:00:00,0
VMX17ECGY,VMAX,1110,Motorcycle,Street Motorcycle,Cruiser,2014,MATTE GRAY,,X,06/11/2013 00:00:00,0
XVS13CTECB,V STAR 1300 TOURER,1110,Motorcycle,Street Motorcycle,Cruiser,2014,RAVEN,,X,06/11/2013 00:00:00,0
YFZ450RSER,YFZ450R SE,1720,ATV,Sport ATV,,2014,CRIMSON RED/BLACK,,X,06/11/2013 00:00:00,0
YFZ450RSER,YFZ450R SE,1720,ATV,Sport ATV,,2014,CRIMSON RED/BLACK,,X,06/11/2013 00:00:00,0
XV17ASEP,ROAD STAR S,1110,Motorcycle,Street Motorcycle,Cruiser,2014,NEBULOUS PURPLE,,X,06/11/2013 00:00:00,0
XV17ASEP,ROAD STAR S,1110,Motorcycle,Street Motorcycle,Cruiser,2014,NEBULOUS PURPLE,,X,06/11/2013 00:00:00,0
XVS95CEW,BOLT,1110,Motorcycle,Street Motorcycle,Cruiser,2014,PEARL WHITE,,X,03/09/2013 00:00:00,0
XVS95CEW,BOLT,1110,Motorcycle,Street Motorcycle,Cruiser,2014,PEARL WHITE,,X,03/09/2013 00:00:00,0
XVS95CECW,BOLT,1110,Motorcycle,Street Motorcycle,Cruiser,2014,PEARL WHITE,,X,03/09/2013 00:00:00,0
XVS95CECB,BOLT,1110,Motorcycle,Street Motorcycle,Cruiser,2014,RAVEN,,X,03/09/2013 00:00:00,0
MZ360KHVA2,NONE,1170,O.E.M.,Multi-Purpose Engine,,2013,NONE,,X,02/05/2013 00:00:00,0
MZ300AAIA0,NONE,1170,O.E.M.,Multi-Purpose Engine,,2013,NONE,,X,11/13/2013 00:00:00,0
MZ250AAIA0,NONE,1170,O.E.M.,Multi-Purpose Engine,,2013,NONE,,X,11/18/2013 00:00:00,0
MZ200K2U,NONE,1170,O.E.M.,Multi-Purpose Engine,,2013,NONE,,X,11/18/2013 00:00:00,0
MZ175K2U-C,NONE,1170,O.E.M.,Multi-Purpose Engine,,2013,NONE,,X,11/18/2013 00:00:00,0
XV19CSECL,RAIDER S,1110,Motorcycle,Street Motorcycle,Cruiser,2014,GALAXY BLUE,,X,06/11/2013 00:00:00,0
YZFR1EL,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2014,TEAM YAMAHA BLUE/WHITE,,X,09/06/2013 00:00:00,0
YZFR1EL,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2014,TEAM YAMAHA BLUE/WHITE,,X,09/06/2013 00:00:00,0
XV19CSEL,RAIDER S,1110,Motorcycle,Street Motorcycle,Cruiser,2014,GALAXY BLUE,,X,06/11/2013 00:00:00,0
XV19CSEL,RAIDER S,1110,Motorcycle,Street Motorcycle,Cruiser,2014,GALAXY BLUE,,X,06/11/2013 00:00:00,0
YZFR1ER,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2014,RAPID RED,,X,09/06/2013 00:00:00,0
YZFR1ER,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2014,RAPID RED,,X,09/06/2013 00:00:00,0
YZFR1EGY,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2014,MATTE GRAY,,X,09/06/2013 00:00:00,0
XVS13CECR,STRYKER,1110,Motorcycle,Street Motorcycle,Cruiser,2014,CANDY RED,,X,06/11/2013 00:00:00,0
XVS13CECGY,STRYKER,1110,Motorcycle,Street Motorcycle,Cruiser,2014,MATTE GRAY,,X,06/11/2013 00:00:00,0
XVS13CEL,STRYKER,1110,Motorcycle,Street Motorcycle,Cruiser,2014,IMPACT BLUE,,X,06/11/2013 00:00:00,0
XVS13CEL,STRYKER,1110,Motorcycle,Street Motorcycle,Cruiser,2014,IMPACT BLUE,,X,06/11/2013 00:00:00,0
XVS13CECL,STRYKER,1110,Motorcycle,Street Motorcycle,Cruiser,2014,IMPACT BLUE,,X,06/11/2013 00:00:00,0
XV19CER,RAIDER,1110,Motorcycle,Street Motorcycle,Cruiser,2014,RAPID RED/RAVEN,,X,06/11/2013 00:00:00,0
XV19CER,RAIDER,1110,Motorcycle,Street Motorcycle,Cruiser,2014,RAPID RED/RAVEN,,X,06/11/2013 00:00:00,0
XVS13CEGY,STRYKER,1110,Motorcycle,Street Motorcycle,Cruiser,2014,MATTE GRAY,,X,06/11/2013 00:00:00,0
XV19CECR,RAIDER SCL,1110,Motorcycle,Street Motorcycle,Cruiser,2014,RAPID RED/RAVEN,,X,06/11/2013 00:00:00,0
YZFR1ECGY,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2014,MATTE GRAY,,X,09/06/2013 00:00:00,0
YZFR1ECL,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2014,TEAM YAMAHA BLUE/WHITE,,X,09/06/2013 00:00:00,0
YZFR1ECR,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2014,RAPID RED,,X,09/06/2013 00:00:00,0
WR25REC,WR250R,1110,Motorcycle,Street Motorcycle,Adventure Touring/Dual Sport,2014,TEAM YAMAHA BLUE/WHITE,,X,06/11/2013 00:00:00,0
XVS95CEGR,BOLT R-SPEC,1110,Motorcycle,Street Motorcycle,Cruiser,2014,CAMO GREEN,,X,06/11/2013 00:00:00,0
XVS95CEGR,BOLT R-SPEC,1110,Motorcycle,Street Motorcycle,Cruiser,2014,CAMO GREEN,,X,06/11/2013 00:00:00,0
XC50E,VINO 50,1610,Scooter,,,2014,DEEP SEA BLUE/VANILLA WHITE,,X,06/11/2013 00:00:00,0
XT250F,XT250,1110,Motorcycle,Street Motorcycle,Adventure Touring/Dual Sport,2015,TEAM YAMAHA BLUE/WHITE,,X,06/05/2014 00:00:00,8000
SR400FGY,SR400,1110,Motorcycle,Street Motorcycle,Sport,2015,LIQUID GRAPHITE,,X,03/06/2014 00:00:00,0
XVS95FCB,V STAR 950,1110,Motorcycle,Street Motorcycle,Cruiser,2015,RAVEN,,X,10/16/2014 00:00:00,6000
XV250FCB,V STAR 250,1110,Motorcycle,Street Motorcycle,Cruiser,2015,RAVEN,,X,10/16/2014 00:00:00,6000
XV250FB,V STAR 250,1110,Motorcycle,Street Motorcycle,Cruiser,2015,RAVEN,,X,10/16/2014 00:00:00,6000
XV250FB,V STAR 250,1110,Motorcycle,Street Motorcycle,Cruiser,2015,RAVEN,,X,10/16/2014 00:00:00,6000
XV250FCL,V STAR 250,1110,Motorcycle,Street Motorcycle,Cruiser,2015,IMPACT BLUE,,X,10/16/2014 00:00:00,6000
XVS95FCO,V STAR 950,1110,Motorcycle,Street Motorcycle,Cruiser,2015,REDDISH COPPER,,X,10/16/2014 00:00:00,6000
XV250FL,V STAR 250,1110,Motorcycle,Street Motorcycle,Cruiser,2015,IMPACT BLUE,,X,10/16/2014 00:00:00,6000
XV250FL,V STAR 250,1110,Motorcycle,Street Motorcycle,Cruiser,2015,IMPACT BLUE,,X,10/16/2014 00:00:00,6000
SR400FCGY,SR400,1110,Motorcycle,Street Motorcycle,Sport,2015,LIQUID GRAPHITE,,X,03/06/2014 00:00:00,0
XVS13BGFR,V STAR 1300 DELUXE,1110,Motorcycle,Street Motorcycle,Cruiser,2015,RAPID RED,,X,10/16/2014 00:00:00,6000
FZ09FCY,FZ-09,1110,Motorcycle,Street Motorcycle,Sport,2015,CADMIUM YELLOW,,X,09/16/2014 00:00:00,0
FZ09FGY,FZ-09,1110,Motorcycle,Street Motorcycle,Sport,2015,MATTE GRAY,,X,09/16/2014 00:00:00,0
FZ09FY,FZ-09,1110,Motorcycle,Street Motorcycle,Sport,2015,CADMIUM YELLOW,,X,09/16/2014 00:00:00,0
FZ09FY,FZ-09,1110,Motorcycle,Street Motorcycle,Sport,2015,CADMIUM YELLOW,,X,09/16/2014 00:00:00,0
XVS13BGFCR,V STAR 1300 DELUXE,1110,Motorcycle,Street Motorcycle,Cruiser,2015,RAPID RED,,X,10/16/2014 00:00:00,6000
FZ09FS,FZ-09,1110,Motorcycle,Street Motorcycle,Sport,2015,MATTE SILVER,,X,10/16/2014 00:00:00,6000
FZ09FS,FZ-09,1110,Motorcycle,Street Motorcycle,Sport,2015,MATTE SILVER,,X,10/16/2014 00:00:00,6000
WR25RFC,WR250R,1110,Motorcycle,Street Motorcycle,Adventure Touring/Dual Sport,2015,TEAM YAMAHA BLUE/WHITE,,X,06/05/2014 00:00:00,8000
FJR13AFC,FJR1300 ABS,1110,Motorcycle,Street Motorcycle,Supersport Touring,2015,LIQUID GRAPHITE,,X,10/16/2014 00:00:00,6000
FZ09FCS,FZ-09,1110,Motorcycle,Street Motorcycle,Sport,2015,MATTE SILVER,,X,10/16/2014 00:00:00,6000
FZ09FCGY,FZ-09,1110,Motorcycle,Street Motorcycle,Sport,2015,MATTE GRAY,,X,09/16/2014 00:00:00,0
WR25RF,WR250R,1110,Motorcycle,Street Motorcycle,Adventure Touring/Dual Sport,2015,TEAM YAMAHA BLUE/WHITE,,X,06/05/2014 00:00:00,8000
AA115-4-14,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,X,11/11/2015 00:00:00,0
AA115-4-14,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,X,11/11/2015 00:00:00,0
YZFR3FB,YZF-R3,1110,Motorcycle,Street Motorcycle,Supersport,2015,RAVEN,,X,10/16/2014 00:00:00,6000
YZFR3FB,YZF-R3,1110,Motorcycle,Street Motorcycle,Supersport,2015,RAVEN,,X,10/16/2014 00:00:00,6000
YZFR3FR,YZF-R3,1110,Motorcycle,Street Motorcycle,Supersport,2015,RAPID RED,,X,10/16/2014 00:00:00,6000
YZFR3FR,YZF-R3,1110,Motorcycle,Street Motorcycle,Supersport,2015,RAPID RED,,X,10/16/2014 00:00:00,6000
YZFR3FL,YZF-R3,1110,Motorcycle,Street Motorcycle,Supersport,2015,TEAM YAMAHA BLUE/MATTE SILVER,,X,10/16/2014 00:00:00,6000
YZFR3FL,YZF-R3,1110,Motorcycle,Street Motorcycle,Supersport,2015,TEAM YAMAHA BLUE/MATTE SILVER,,X,10/16/2014 00:00:00,6000
YFM70GPXGL,GRIZZLY EPS,1720,ATV,Utility ATV,,2016,STEEL BLUE,,X,06/04/2015 00:00:00,6000
YFM70GPXGL,GRIZZLY EPS,1720,ATV,Utility ATV,,2016,STEEL BLUE,,X,06/04/2015 00:00:00,6000
FZS10BCW,FZ1,1110,Motorcycle,Street Motorcycle,Sport,2012,PEARL WHITE/MATTE BLACK,,X,09/14/2011 00:00:00,0
YZFR1BCGP,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2012,PEARL WHITE/RAPID RED,,X,09/14/2011 00:00:00,0
YZFR1BGP,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2012,PEARL WHITE/RAPID RED,,X,09/14/2011 00:00:00,0
YZFR1BGP,YZF-R1,1110,Motorcycle,Street Motorcycle,Supersport,2012,PEARL WHITE/RAPID RED,,X,09/14/2011 00:00:00,0
FZS10BW,FZ1,1110,Motorcycle,Street Motorcycle,Sport,2012,PEARL WHITE/MATTE BLACK,,X,09/14/2011 00:00:00,0
FZS10BW,FZ1,1110,Motorcycle,Street Motorcycle,Sport,2012,PEARL WHITE/MATTE BLACK,,X,09/14/2011 00:00:00,0
EF12000DEY,EF12000DE,1160,Power Product,Portable Generator,Industrial Series,2012,NONE,,X,03/05/2012 00:00:00,0
XV19CBO,RAIDER SCL,1110,Motorcycle,Street Motorcycle,Cruiser,2012,BLAZING ORANGE,,X,09/14/2011 00:00:00,0
YZFR6BCGP,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2012,PEARL WHITE/RAPID RED,,X,09/14/2011 00:00:00,0
YZFR6BGP,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2012,PEARL WHITE/RAPID RED,,X,09/14/2011 00:00:00,0
YZFR6BGP,YZF-R6,1110,Motorcycle,Street Motorcycle,Supersport,2012,PEARL WHITE/RAPID RED,,X,09/14/2011 00:00:00,0
XV19CBCO,RAIDER SCL,1110,Motorcycle,Street Motorcycle,Cruiser,2012,BLAZING ORANGE,,X,09/14/2011 00:00:00,0
F150LA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,,03/12/2015 00:00:00,0
F150LA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,,03/12/2015 00:00:00,0
F60JA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,,09/22/2011 00:00:00,0
F60JA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,,09/22/2011 00:00:00,0
F90JA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,X,11/11/2015 00:00:00,0
F90JA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,X,11/11/2015 00:00:00,0
F150JA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,X,09/22/2011 00:00:00,0
F150JA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,X,09/22/2011 00:00:00,0
F50LA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,X,09/22/2011 00:00:00,0
F50LA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,X,09/22/2011 00:00:00,0
F90XA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,X,09/22/2011 00:00:00,0
F90XA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,X,09/22/2011 00:00:00,0
T50LA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,,09/22/2011 00:00:00,0
T50LA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,,09/22/2011 00:00:00,0
T60LA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,,09/22/2011 00:00:00,0
T60LA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,,09/22/2011 00:00:00,0
F75LA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,X,04/30/2012 00:00:00,0
F75LA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,X,04/30/2012 00:00:00,0
LF150XA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,,08/12/2011 00:00:00,0
LF150XA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,,08/12/2011 00:00:00,0
F90LA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,X,09/22/2011 00:00:00,0
F90LA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,X,09/22/2011 00:00:00,0
F150XA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,X,03/12/2015 00:00:00,0
F150XA,NONE,1810,OUTBOARD MOTORS,,,2006,NONE,,X,03/12/2015 00:00:00,0
EF30IS,NONE,1160,Power Product,Portable Generator,Inverter Series,2012,NONE,,,03/05/2012 00:00:00,0
RX1800A-MG,AR190,1860,JET BOAT,Sport Boat,Sport Boat 190,2013,YACHT BLUE,,X,08/13/2012 00:00:00,0
YZ85E,YZ85,1110,Motorcycle,Off-Road Motorcycle,Motocross,2014,TEAM YAMAHA BLUE/WHITE,,X,06/11/2013 00:00:00,0
YZ85E,YZ85,1110,Motorcycle,Off-Road Motorcycle,Motocross,2014,TEAM YAMAHA BLUE/WHITE,,X,06/11/2013 00:00:00,0
XVS95CECGY,BOLT R-SPEC,1110,Motorcycle,Street Motorcycle,Cruiser,2014,MATTE GRAY,,X,06/11/2013 00:00:00,0
XVS95CECGR,BOLT R-SPEC,1110,Motorcycle,Street Motorcycle,Cruiser,2014,CAMO GREEN,,X,06/11/2013 00:00:00,0
YW50FEGY,ZUMA 50F,1610,Scooter,,,2014,MATTE TITAN,,X,06/11/2013 00:00:00,0
YZ250FEW,YZ250F,1110,Motorcycle,Off-Road Motorcycle,Motocross,2014,WHITE/RED,,X,09/06/2013 00:00:00,0
YZ250FEW,YZ250F,1110,Motorcycle,Off-Road Motorcycle,Motocross,2014,WHITE/RED,,X,09/06/2013 00:00:00,0
TTR125LEE,TT-R125LE,1110,Motorcycle,Off-Road Motorcycle,Off-Road,2014,TEAM YAMAHA BLUE/WHITE,,X,09/06/2013 00:00:00,0
TTR125LEE,TT-R125LE,1110,Motorcycle,Off-Road Motorcycle,Off-Road,2014,TEAM YAMAHA BLUE/WHITE,,X,09/06/2013 00:00:00,0
TW200E1C,TW200,1110,Motorcycle,Street Motorcycle,Adventure Touring/Dual Sport,2014,TEAM YAMAHA BLUE,,X,06/11/2013 00:00:00,0
PW50E1,PW50,1110,Motorcycle,Off-Road Motorcycle,Off-Road,2014,TEAM YAMAHA BLUE/WHITE,,X,09/06/2013 00:00:00,0
PW50E1,PW50,1110,Motorcycle,Off-Road Motorcycle,Off-Road,2014,TEAM YAMAHA BLUE/WHITE,,X,09/06/2013 00:00:00,0
YZ250FEL,YZ250F,1110,Motorcycle,Off-Road Motorcycle,Motocross,2014,TEAM YAMAHA BLUE/WHITE,,X,09/06/2013 00:00:00,0
YZ250FEL,YZ250F,1110,Motorcycle,Off-Road Motorcycle,Motocross,2014,TEAM YAMAHA BLUE/WHITE,,X,09/06/2013 00:00:00,0
YW50FEO,ZUMA 50F,1610,Scooter,,,2014,BURNT ORANGE METALLIC,,X,06/11/2013 00:00:00,0
